Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte,
S06, 80.0 ,Tunnel Bruck,9,Bruck/Mur West - Kn. Bruck/Mur,Kn. Seebenstein,Kfz,"11,011","11,148","10,959","11,110","11,359","10,487","10,884","6,5% Tage geschätzt",
S06, 80.0 ,Tunnel Bruck,9,Bruck/Mur West - Kn. Bruck/Mur,Kn. Seebenstein,"Kfz > 3,5t hzG",687,973,"1,003","1,042",778,125,61,Messung,
S06, 80.0 ,Tunnel Bruck,9,Bruck/Mur West - Kn. Bruck/Mur,Kn. Seebenstein,"Kfz <= 3,5t hzG","10,324","10,175","9,956","10,068","10,581","10,362","10,823","6,5% Tage geschätzt",
S06, 80.0 ,Tunnel Bruck,9,gesamt,gesamt,Kfz,"21,776","22,821","21,747","22,625","23,975","21,011","18,632","6,5% Tage geschätzt",
S06, 80.0 ,Tunnel Bruck,9,gesamt,gesamt,"Kfz > 3,5t hzG","1,468","2,087","2,281","2,235","1,586",224,130,Messung,
S06, 80.0 ,Tunnel Bruck,9,gesamt,gesamt,"Kfz <= 3,5t hzG","20,308","20,734","19,466","20,390","22,389","20,787","18,502","6,5% Tage geschätzt",
S06, 90.6 ,Tunnel Niklasdorf,20,Niklasdorf - Leoben Ost,Kn. St. Michael,Kfz,"12,025","13,219","12,358","13,074","14,112","11,319","8,317",Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,Niklasdorf - Leoben Ost,Kn. St. Michael,"Kfz > 3,5t hzG",809,"1,155","1,339","1,236",832,102,69,Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,Niklasdorf - Leoben Ost,Kn. St. Michael,"Kfz <= 3,5t hzG","11,216","12,064","11,019","11,838","13,280","11,217","8,248",Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,Leoben Ost - Niklasdorf,Kn. Seebenstein,Kfz,"11,982","12,350","12,026","12,352","12,539","11,052","11,314",Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,Leoben Ost - Niklasdorf,Kn. Seebenstein,"Kfz > 3,5t hzG",711,"1,008","1,036","1,077",812,132,57,Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,Leoben Ost - Niklasdorf,Kn. Seebenstein,"Kfz <= 3,5t hzG","11,271","11,342","10,990","11,275","11,727","10,920","11,257",Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,gesamt,gesamt,Kfz,"24,007","25,569","24,384","25,426","26,651","22,371","19,631",Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,gesamt,gesamt,"Kfz > 3,5t hzG","1,520","2,163","2,375","2,313","1,644",234,126,Messung,
S06, 90.6 ,Tunnel Niklasdorf,20,gesamt,gesamt,"Kfz <= 3,5t hzG","22,487","23,406","22,009","23,113","25,007","22,137","19,505",Messung,
S06, 96.0 ,Massenbergtunnel,784,Leoben Ost - Leoben West,Kn. St. Michael,Kfz,"9,204","9,918","9,099","9,746","10,856","9,261","6,665",Messung,
S06, 96.0 ,Massenbergtunnel,784,Leoben Ost - Leoben West,Kn. St. Michael,"Kfz > 3,5t hzG",727,"1,036","1,207","1,108",748,96,65,Messung,
S06, 96.0 ,Massenbergtunnel,784,Leoben Ost - Leoben West,Kn. St. Michael,"Kfz <= 3,5t hzG","8,477","8,882","7,892","8,638","10,108","9,165","6,600",Messung,
S06, 96.0 ,Massenbergtunnel,784,Leoben West - Leoben Ost,Kn. Seebenstein,Kfz,"9,504","9,369","9,156","9,336","9,583","9,213","10,170",Messung,
S06, 96.0 ,Massenbergtunnel,784,Leoben West - Leoben Ost,Kn. Seebenstein,"Kfz > 3,5t hzG",642,907,923,971,731,129,55,Messung,
S06, 96.0 ,Massenbergtunnel,784,Leoben West - Leoben Ost,Kn. Seebenstein,"Kfz <= 3,5t hzG","8,862","8,462","8,233","8,365","8,852","9,084","10,115",Messung,
S06, 96.0 ,Massenbergtunnel,784,gesamt,gesamt,Kfz,"18,708","19,287","18,255","19,082","20,439","18,474","16,835",Messung,
S06, 96.0 ,Massenbergtunnel,784,gesamt,gesamt,"Kfz > 3,5t hzG","1,369","1,943","2,130","2,079","1,479",225,120,Messung,
S06, 96.0 ,Massenbergtunnel,784,gesamt,gesamt,"Kfz <= 3,5t hzG","17,339","17,344","16,125","17,003","18,960","18,249","16,715",Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,Kn. Riegersdorf - Fürstenfeld,Staatsgrenze Heiligenkreuz,Kfz,"4,086","4,686","4,392","4,565","5,178","3,355","2,473",Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,Kn. Riegersdorf - Fürstenfeld,Staatsgrenze Heiligenkreuz,"Kfz > 3,5t hzG",269,379,380,397,333,61,24,Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,Kn. Riegersdorf - Fürstenfeld,Staatsgrenze Heiligenkreuz,"Kfz <= 3,5t hzG","3,817","4,307","4,012","4,168","4,845","3,294","2,449",Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,Fürstenfeld - Kn. Riegersdorf,Kn. Riegersdorf,Kfz,"4,336","4,723","5,023","4,739","4,502","3,505","3,533",Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,Fürstenfeld - Kn. Riegersdorf,Kn. Riegersdorf,"Kfz > 3,5t hzG",274,389,496,409,274,46,26,Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,Fürstenfeld - Kn. Riegersdorf,Kn. Riegersdorf,"Kfz <= 3,5t hzG","4,062","4,334","4,527","4,330","4,228","3,459","3,507",Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,gesamt,gesamt,Kfz,"8,422","9,409","9,415","9,304","9,680","6,860","6,006",Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,gesamt,gesamt,"Kfz > 3,5t hzG",543,768,876,806,607,107,50,Messung,
S07, 6.9 ,Altenmarkt bei Fürstenfeld,15,gesamt,gesamt,"Kfz <= 3,5t hzG","7,879","8,641","8,539","8,498","9,073","6,753","5,956",Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,Rudersdorf - Dobersdorf,Staatsgrenze Heiligenkreuz,Kfz,"1,888","2,164","1,934","2,081","2,518","1,563","1,137",Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,Rudersdorf - Dobersdorf,Staatsgrenze Heiligenkreuz,"Kfz > 3,5t hzG",218,308,304,324,270,47,16,Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,Rudersdorf - Dobersdorf,Staatsgrenze Heiligenkreuz,"Kfz <= 3,5t hzG","1,670","1,856","1,630","1,757","2,248","1,516","1,121",Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,Dobersdorf - Rudersdorf,Kn. Riegersdorf,Kfz,"2,127","2,271","2,520","2,286","2,085","1,695","1,908",Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,Dobersdorf - Rudersdorf,Kn. Riegersdorf,"Kfz > 3,5t hzG",221,314,408,333,208,32,21,Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,Dobersdorf - Rudersdorf,Kn. Riegersdorf,"Kfz <= 3,5t hzG","1,906","1,957","2,112","1,953","1,877","1,663","1,887",Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,gesamt,gesamt,Kfz,"4,015","4,435","4,454","4,367","4,603","3,258","3,045",Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,gesamt,gesamt,"Kfz > 3,5t hzG",439,622,712,657,478,79,37,Messung,
S07, 11.5 ,Tunnel Rudersdorf,16,gesamt,gesamt,"Kfz <= 3,5t hzG","3,576","3,813","3,742","3,710","4,125","3,179","3,008",Messung,
S10, 7.4 ,Götschka,365,Unterweitersdorf - Neumarkt,Wullowitz,Kfz,"9,865","10,968","10,471","10,857","11,555","8,764","6,740","38,7% Tage geschätzt",
S10, 7.4 ,Götschka,365,Unterweitersdorf - Neumarkt,Wullowitz,"Kfz > 3,5t hzG",975,"1,354","1,315","1,421","1,205",298,101,Messung,
S10, 7.4 ,Götschka,365,Unterweitersdorf - Neumarkt,Wullowitz,"Kfz <= 3,5t hzG","8,890","9,614","9,156","9,436","10,350","8,466","6,639","38,7% Tage geschätzt",
S10, 7.4 ,Götschka,365,Neumarkt - Unterweitersdorf,Linz,Kfz,"10,167","11,343","11,617","11,502","10,767","8,564","7,116",Messung,
S10, 7.4 ,Götschka,365,Neumarkt - Unterweitersdorf,Linz,"Kfz > 3,5t hzG","1,011","1,404","1,739","1,501",952,258,138,Messung,
S10, 7.4 ,Götschka,365,Neumarkt - Unterweitersdorf,Linz,"Kfz <= 3,5t hzG","9,156","9,939","9,878","10,001","9,815","8,306","6,978",Messung,
S10, 7.4 ,Götschka,365,gesamt,gesamt,Kfz,"20,032","22,311","22,088","22,359","22,322","17,328","13,856","38,7% Tage geschätzt",
S10, 7.4 ,Götschka,365,gesamt,gesamt,"Kfz > 3,5t hzG","1,986","2,758","3,054","2,922","2,157",556,239,Messung,
S10, 7.4 ,Götschka,365,gesamt,gesamt,"Kfz <= 3,5t hzG","18,046","19,553","19,034","19,437","20,165","16,772","13,617","38,7% Tage geschätzt",
S10, 8.6 ,Neumarkt,359,Neumarkt - Kefermarkt,Wullowitz,Kfz,"9,203","10,197","9,690","10,110","10,728","8,229","6,371",Messung,
S10, 8.6 ,Neumarkt,359,Neumarkt - Kefermarkt,Wullowitz,"Kfz > 3,5t hzG",954,"1,324","1,284","1,390","1,177",290,98,Messung,
S10, 8.6 ,Neumarkt,359,Neumarkt - Kefermarkt,Wullowitz,"Kfz <= 3,5t hzG","8,249","8,873","8,406","8,720","9,551","7,939","6,273",Messung,
S10, 8.6 ,Neumarkt,359,Kefermarkt - Neumarkt,Linz,Kfz,"9,393","10,465","10,723","10,613","9,924","7,872","6,654",Messung,
S10, 8.6 ,Neumarkt,359,Kefermarkt - Neumarkt,Linz,"Kfz > 3,5t hzG",994,"1,382","1,716","1,477",933,250,134,Messung,
S10, 8.6 ,Neumarkt,359,Kefermarkt - Neumarkt,Linz,"Kfz <= 3,5t hzG","8,399","9,083","9,007","9,136","8,991","7,622","6,520",Messung,
S10, 8.6 ,Neumarkt,359,gesamt,gesamt,Kfz,"18,596","20,662","20,413","20,723","20,652","16,101","13,025",Messung,
S10, 8.6 ,Neumarkt,359,gesamt,gesamt,"Kfz > 3,5t hzG","1,948","2,706","3,000","2,867","2,110",540,232,Messung,
S10, 8.6 ,Neumarkt,359,gesamt,gesamt,"Kfz <= 3,5t hzG","16,648","17,956","17,413","17,856","18,542","15,561","12,793",Messung,
S10, 14.7 ,Lest,352,Kefermarkt - Freistadt / Süd,Wullowitz,Kfz,"9,477","10,497","9,911","10,399","11,105","8,548","6,527",Messung,
S10, 14.7 ,Lest,352,Kefermarkt - Freistadt / Süd,Wullowitz,"Kfz > 3,5t hzG",957,"1,327","1,274","1,396","1,182",296,104,Messung,
S10, 14.7 ,Lest,352,Kefermarkt - Freistadt / Süd,Wullowitz,"Kfz <= 3,5t hzG","8,520","9,170","8,637","9,003","9,923","8,252","6,423",Messung,
S10, 14.7 ,Lest,352,Freistadt / Süd - Kefermarkt,Linz,Kfz,"9,473","10,530","10,758","10,652","10,075","8,036","6,731",Messung,
S10, 14.7 ,Lest,352,Freistadt / Süd - Kefermarkt,Linz,"Kfz > 3,5t hzG",984,"1,366","1,695","1,461",923,250,134,Messung,
S10, 14.7 ,Lest,352,Freistadt / Süd - Kefermarkt,Linz,"Kfz <= 3,5t hzG","8,489","9,164","9,063","9,191","9,152","7,786","6,597",Messung,
S10, 14.7 ,Lest,352,gesamt,gesamt,Kfz,"18,950","21,027","20,669","21,051","21,180","16,584","13,258",Messung,
S10, 14.7 ,Lest,352,gesamt,gesamt,"Kfz > 3,5t hzG","1,941","2,693","2,969","2,857","2,105",546,238,Messung,
S10, 14.7 ,Lest,352,gesamt,gesamt,"Kfz <= 3,5t hzG","17,009","18,334","17,700","18,194","19,075","16,038","13,020",Messung,
S10, 16.8 ,Walchshof,346,Freistadt / Süd - Grünbach Sandl,Wullowitz,Kfz,"5,517","5,902","5,335","5,823","6,449","5,331","4,295",Messung,
S10, 16.8 ,Walchshof,346,Freistadt / Süd - Grünbach Sandl,Wullowitz,"Kfz > 3,5t hzG",861,"1,195","1,128","1,259","1,067",273,86,Messung,
S10, 16.8 ,Walchshof,346,Freistadt / Süd - Grünbach Sandl,Wullowitz,"Kfz <= 3,5t hzG","4,656","4,707","4,207","4,564","5,382","5,058","4,209",Messung,
S10, 16.8 ,Walchshof,346,Grünbach Sandl - Freistadt / Süd,Linz,Kfz,"5,848","6,371","6,644","6,472","5,945","5,024","4,569",Messung,
S10, 16.8 ,Walchshof,346,Grünbach Sandl - Freistadt / Süd,Linz,"Kfz > 3,5t hzG",886,"1,230","1,563","1,313",814,228,121,Messung,
S10, 16.8 ,Walchshof,346,Grünbach Sandl - Freistadt / Süd,Linz,"Kfz <= 3,5t hzG","4,962","5,141","5,081","5,159","5,131","4,796","4,448",Messung,
S10, 16.8 ,Walchshof,346,gesamt,gesamt,Kfz,"11,365","12,273","11,979","12,295","12,394","10,355","8,864",Messung,
S10, 16.8 ,Walchshof,346,gesamt,gesamt,"Kfz > 3,5t hzG","1,747","2,425","2,691","2,572","1,881",501,207,Messung,
S10, 16.8 ,Walchshof,346,gesamt,gesamt,"Kfz <= 3,5t hzG","9,618","9,848","9,288","9,723","10,513","9,854","8,657",Messung,
S16, 0.5 ,Perjentunnel,8156,Zams - Landeck West,Bludenz Montafon,Kfz,"8,046","7,727","7,376","7,468","8,609","10,770","7,346",Messung,
S16, 0.5 ,Perjentunnel,8156,Zams - Landeck West,Bludenz Montafon,"Kfz > 3,5t hzG",718,944,"1,058",974,797,392,145,Messung,
S16, 0.5 ,Perjentunnel,8156,Zams - Landeck West,Bludenz Montafon,"Kfz <= 3,5t hzG","7,328","6,783","6,318","6,494","7,812","10,378","7,201",Messung,
S16, 0.5 ,Perjentunnel,8156,Landeck West - Zams,ASt Zams,Kfz,"6,904","6,679","6,154","6,484","7,501","9,739","5,800",Messung,
S16, 0.5 ,Perjentunnel,8156,Landeck West - Zams,ASt Zams,"Kfz > 3,5t hzG",681,908,913,941,816,347,113,Messung,
S16, 0.5 ,Perjentunnel,8156,Landeck West - Zams,ASt Zams,"Kfz <= 3,5t hzG","6,223","5,771","5,241","5,543","6,685","9,392","5,687",Messung,
S16, 0.5 ,Perjentunnel,8156,gesamt,gesamt,Kfz,"14,950","14,406","13,530","13,952","16,110","20,509","13,146",Messung,
S16, 0.5 ,Perjentunnel,8156,gesamt,gesamt,"Kfz > 3,5t hzG","1,399","1,852","1,971","1,915","1,613",739,258,Messung,
S16, 0.5 ,Perjentunnel,8156,gesamt,gesamt,"Kfz <= 3,5t hzG","13,551","12,554","11,559","12,037","14,497","19,770","12,888",Messung,
S16, 6.5 ,Grins,680,Landeck West - Pians,Bludenz Montafon,Kfz,"8,264","7,824","7,447","7,548","8,770","11,342","7,750",Messung,
S16, 6.5 ,Grins,680,Landeck West - Pians,Bludenz Montafon,"Kfz > 3,5t hzG",698,918,"1,030",948,771,376,146,Messung,
S16, 6.5 ,Grins,680,Landeck West - Pians,Bludenz Montafon,"Kfz <= 3,5t hzG","7,566","6,906","6,417","6,600","7,999","10,966","7,604",Messung,
S16, 6.5 ,Grins,680,Pians - Landeck West,ASt Zams,Kfz,"7,814","7,590","6,965","7,377","8,521","11,000","6,474",Messung,
S16, 6.5 ,Grins,680,Pians - Landeck West,ASt Zams,"Kfz > 3,5t hzG",655,870,874,903,783,336,113,Messung,
S16, 6.5 ,Grins,680,Pians - Landeck West,ASt Zams,"Kfz <= 3,5t hzG","7,159","6,720","6,091","6,474","7,738","10,664","6,361",Messung,
S16, 6.5 ,Grins,680,gesamt,gesamt,Kfz,"16,078","15,414","14,412","14,925","17,291","22,342","14,224",Messung,
S16, 6.5 ,Grins,680,gesamt,gesamt,"Kfz > 3,5t hzG","1,353","1,788","1,904","1,851","1,554",712,259,Messung,
S16, 6.5 ,Grins,680,gesamt,gesamt,"Kfz <= 3,5t hzG","14,725","13,626","12,508","13,074","15,737","21,630","13,965",Messung,
S16, 11.5 ,Strenger Tunnel,6,Pians - Flirsch,Bludenz Montafon,Kfz,"7,386","6,692","6,247","6,400","7,719","10,950","7,441",Messung,
S16, 11.5 ,Strenger Tunnel,6,Pians - Flirsch,Bludenz Montafon,"Kfz > 3,5t hzG",660,865,972,897,719,363,140,Messung,
S16, 11.5 ,Strenger Tunnel,6,Pians - Flirsch,Bludenz Montafon,"Kfz <= 3,5t hzG","6,726","5,827","5,275","5,503","7,000","10,587","7,301",Messung,
S16, 11.5 ,Strenger Tunnel,6,Flirsch - Pians,ASt Zams,Kfz,"6,801","6,442","5,697","6,253","7,380","10,740","5,431",Messung,
S16, 11.5 ,Strenger Tunnel,6,Flirsch - Pians,ASt Zams,"Kfz > 3,5t hzG",631,838,834,872,751,326,110,Messung,
S16, 11.5 ,Strenger Tunnel,6,Flirsch - Pians,ASt Zams,"Kfz <= 3,5t hzG","6,170","5,604","4,863","5,381","6,629","10,414","5,321",Messung,
S16, 11.5 ,Strenger Tunnel,6,gesamt,gesamt,Kfz,"14,187","13,134","11,944","12,653","15,099","21,690","12,872",Messung,
S16, 11.5 ,Strenger Tunnel,6,gesamt,gesamt,"Kfz > 3,5t hzG","1,291","1,703","1,806","1,769","1,470",689,250,Messung,
S16, 11.5 ,Strenger Tunnel,6,gesamt,gesamt,"Kfz <= 3,5t hzG","12,896","11,431","10,138","10,884","13,629","21,001","12,622",Messung,
S16, 18.6 ,Flirscher Tunnel,686,Flirsch - Schnann am Arlberg,Bludenz Montafon,Kfz,"6,785","6,002","5,569","5,705","7,031","10,351","7,148",Messung,
S16, 18.6 ,Flirscher Tunnel,686,Flirsch - Schnann am Arlberg,Bludenz Montafon,"Kfz > 3,5t hzG",653,856,955,889,713,352,142,Messung,
S16, 18.6 ,Flirscher Tunnel,686,Flirsch - Schnann am Arlberg,Bludenz Montafon,"Kfz <= 3,5t hzG","6,132","5,146","4,614","4,816","6,318","9,999","7,006",Messung,
S16, 18.6 ,Flirscher Tunnel,686,Schnann am Arlberg - Flirsch,ASt Zams,Kfz,"6,027","5,584","4,829","5,405","6,501","9,958","4,956",Messung,
S16, 18.6 ,Flirscher Tunnel,686,Schnann am Arlberg - Flirsch,ASt Zams,"Kfz > 3,5t hzG",618,823,813,859,734,316,104,Messung,
S16, 18.6 ,Flirscher Tunnel,686,Schnann am Arlberg - Flirsch,ASt Zams,"Kfz <= 3,5t hzG","5,409","4,761","4,016","4,546","5,767","9,642","4,852",Messung,
S16, 18.6 ,Flirscher Tunnel,686,gesamt,gesamt,Kfz,"12,812","11,586","10,398","11,110","13,532","20,309","12,104",Messung,
S16, 18.6 ,Flirscher Tunnel,686,gesamt,gesamt,"Kfz > 3,5t hzG","1,271","1,679","1,768","1,748","1,447",668,246,Messung,
S16, 18.6 ,Flirscher Tunnel,686,gesamt,gesamt,"Kfz <= 3,5t hzG","11,541","9,907","8,630","9,362","12,085","19,641","11,858",Messung,
S16, 22.7 ,Pettneu,691,Pettneu - St. Anton/Arlberg,Bludenz Montafon,Kfz,"6,499","5,811","5,474","5,554","6,680","9,506","6,905","100,0% Tage geschätzt",
S16, 22.7 ,Pettneu,691,Pettneu - St. Anton/Arlberg,Bludenz Montafon,"Kfz > 3,5t hzG",694,895,984,928,753,397,190,Messung,
S16, 22.7 ,Pettneu,691,Pettneu - St. Anton/Arlberg,Bludenz Montafon,"Kfz <= 3,5t hzG","5,805","4,916","4,490","4,626","5,927","9,109","6,715","100,0% Tage geschätzt",
S16, 22.7 ,Pettneu,691,St. Anton/Arlberg - Pettneu,ASt Zams,Kfz,"6,135","5,661","4,978","5,403","6,740","10,170","5,106","100,0% Tage geschätzt",
S16, 22.7 ,Pettneu,691,St. Anton/Arlberg - Pettneu,ASt Zams,"Kfz > 3,5t hzG",624,828,821,862,745,320,113,Messung,
S16, 22.7 ,Pettneu,691,St. Anton/Arlberg - Pettneu,ASt Zams,"Kfz <= 3,5t hzG","5,511","4,833","4,157","4,541","5,995","9,850","4,993","100,0% Tage geschätzt",
S16, 22.7 ,Pettneu,691,gesamt,gesamt,Kfz,"12,634","11,472","10,452","10,957","13,420","19,676","12,011","100,0% Tage geschätzt",
S16, 22.7 ,Pettneu,691,gesamt,gesamt,"Kfz > 3,5t hzG","1,318","1,723","1,805","1,790","1,498",717,303,Messung,
S16, 22.7 ,Pettneu,691,gesamt,gesamt,"Kfz <= 3,5t hzG","11,316","9,749","8,647","9,167","11,922","18,959","11,708","100,0% Tage geschätzt",
S16, 24.6 ,Arlbergtunnel,8081,St. Anton/Arlberg - Langen/Arlberg,Bludenz Montafon,Kfz,"4,963","4,102","3,794","3,856","4,929","8,381","5,698",Messung,
S16, 24.6 ,Arlbergtunnel,8081,St. Anton/Arlberg - Langen/Arlberg,Bludenz Montafon,"Kfz > 3,5t hzG",611,802,891,835,663,327,130,Messung,
S16, 24.6 ,Arlbergtunnel,8081,St. Anton/Arlberg - Langen/Arlberg,Bludenz Montafon,"Kfz <= 3,5t hzG","4,352","3,300","2,903","3,021","4,266","8,054","5,568",Messung,
S16, 24.6 ,Arlbergtunnel,8081,Langen/Arlberg - St. Anton/Arlberg,ASt Zams,Kfz,"4,475","4,033","3,213","3,886","4,906","8,433","3,385",Messung,
S16, 24.6 ,Arlbergtunnel,8081,Langen/Arlberg - St. Anton/Arlberg,ASt Zams,"Kfz > 3,5t hzG",579,776,762,811,696,276,88,Messung,
S16, 24.6 ,Arlbergtunnel,8081,Langen/Arlberg - St. Anton/Arlberg,ASt Zams,"Kfz <= 3,5t hzG","3,896","3,257","2,451","3,075","4,210","8,157","3,297",Messung,
S16, 24.6 ,Arlbergtunnel,8081,gesamt,gesamt,Kfz,"9,438","8,135","7,007","7,742","9,835","16,814","9,083",Messung,
S16, 24.6 ,Arlbergtunnel,8081,gesamt,gesamt,"Kfz > 3,5t hzG","1,190","1,578","1,653","1,646","1,359",603,218,Messung,
S16, 24.6 ,Arlbergtunnel,8081,gesamt,gesamt,"Kfz <= 3,5t hzG","8,248","6,557","5,354","6,096","8,476","16,211","8,865",Messung,
S16, 42.2 ,Langener Tunnel,9990,Langen/Arlberg - Wald/Arlberg,Bludenz Montafon,Kfz,"7,006","5,656","5,213","5,344","6,733","11,743","8,574",Messung,
S16, 42.2 ,Langener Tunnel,9990,Langen/Arlberg - Wald/Arlberg,Bludenz Montafon,"Kfz > 3,5t hzG",656,854,930,888,721,366,155,Messung,
S16, 42.2 ,Langener Tunnel,9990,Langen/Arlberg - Wald/Arlberg,Bludenz Montafon,"Kfz <= 3,5t hzG","6,350","4,802","4,283","4,456","6,012","11,377","8,419",Messung,
S16, 42.2 ,Langener Tunnel,9990,Wald/Arlberg - Langen/Arlberg,ASt Zams,Kfz,"6,381","5,693","4,549","5,422","7,082","11,354","5,477",Messung,
S16, 42.2 ,Langener Tunnel,9990,Wald/Arlberg - Langen/Arlberg,ASt Zams,"Kfz > 3,5t hzG",621,825,801,859,749,304,117,Messung,
S16, 42.2 ,Langener Tunnel,9990,Wald/Arlberg - Langen/Arlberg,ASt Zams,"Kfz <= 3,5t hzG","5,760","4,868","3,748","4,563","6,333","11,050","5,360",Messung,
S16, 42.2 ,Langener Tunnel,9990,gesamt,gesamt,Kfz,"13,387","11,349","9,762","10,766","13,815","23,097","14,051",Messung,
S16, 42.2 ,Langener Tunnel,9990,gesamt,gesamt,"Kfz > 3,5t hzG","1,277","1,679","1,731","1,747","1,470",670,272,Messung,
S16, 42.2 ,Langener Tunnel,9990,gesamt,gesamt,"Kfz <= 3,5t hzG","12,110","9,670","8,031","9,019","12,345","22,427","13,779",Messung,
S16, 48.3 ,Dalaaser Tunnel,715,Wald/Arlberg - Dalaas,Bludenz Montafon,Kfz,"7,405","6,058","5,593","5,707","7,248","12,147","8,959","22,6% Tage geschätzt",
S16, 48.3 ,Dalaaser Tunnel,715,Wald/Arlberg - Dalaas,Bludenz Montafon,"Kfz > 3,5t hzG",661,860,937,893,726,376,156,Messung,
S16, 48.3 ,Dalaaser Tunnel,715,Wald/Arlberg - Dalaas,Bludenz Montafon,"Kfz <= 3,5t hzG","6,744","5,198","4,656","4,814","6,522","11,771","8,803","22,6% Tage geschätzt",
S16, 48.3 ,Dalaaser Tunnel,715,Dalaas - Wald/Arlberg,ASt Zams,Kfz,"6,939","6,138","4,925","5,826","7,679","12,476","6,048",Messung,
S16, 48.3 ,Dalaaser Tunnel,715,Dalaas - Wald/Arlberg,ASt Zams,"Kfz > 3,5t hzG",623,828,811,864,744,308,116,Messung,
S16, 48.3 ,Dalaaser Tunnel,715,Dalaas - Wald/Arlberg,ASt Zams,"Kfz <= 3,5t hzG","6,316","5,310","4,114","4,962","6,935","12,168","5,932",Messung,
S16, 48.3 ,Dalaaser Tunnel,715,gesamt,gesamt,Kfz,"14,344","12,196","10,518","11,533","14,927","24,623","15,007","22,6% Tage geschätzt",
S16, 48.3 ,Dalaaser Tunnel,715,gesamt,gesamt,"Kfz > 3,5t hzG","1,284","1,688","1,748","1,757","1,470",684,272,Messung,
S16, 48.3 ,Dalaaser Tunnel,715,gesamt,gesamt,"Kfz <= 3,5t hzG","13,060","10,508","8,770","9,776","13,457","23,939","14,735","22,6% Tage geschätzt",
S16, 55.4 ,Außerbraz,719,Braz Ost - Braz West,Bludenz Montafon,Kfz,"7,906","6,672","6,215","6,350","7,785","12,369","9,247","22,6% Tage geschätzt",
S16, 55.4 ,Außerbraz,719,Braz Ost - Braz West,Bludenz Montafon,"Kfz > 3,5t hzG",664,866,951,903,718,376,150,Messung,
S16, 55.4 ,Außerbraz,719,Braz Ost - Braz West,Bludenz Montafon,"Kfz <= 3,5t hzG","7,242","5,806","5,264","5,447","7,067","11,993","9,097","22,6% Tage geschätzt",
S16, 55.4 ,Außerbraz,719,Braz West - Braz Ost,ASt Zams,Kfz,"7,145","6,523","5,337","6,209","8,050","12,089","6,024","25,8% Tage geschätzt",
S16, 55.4 ,Außerbraz,719,Braz West - Braz Ost,ASt Zams,"Kfz > 3,5t hzG",627,837,833,874,742,299,112,Messung,
S16, 55.4 ,Außerbraz,719,Braz West - Braz Ost,ASt Zams,"Kfz <= 3,5t hzG","6,518","5,686","4,504","5,335","7,308","11,790","5,912","25,8% Tage geschätzt",
S16, 55.4 ,Außerbraz,719,gesamt,gesamt,Kfz,"15,051","13,195","11,552","12,559","15,835","24,458","15,271","25,8% Tage geschätzt",
S16, 55.4 ,Außerbraz,719,gesamt,gesamt,"Kfz > 3,5t hzG","1,291","1,703","1,784","1,777","1,460",675,262,Messung,
S16, 55.4 ,Außerbraz,719,gesamt,gesamt,"Kfz <= 3,5t hzG","13,760","11,492","9,768","10,782","14,375","23,783","15,009","25,8% Tage geschätzt",
S16, 61.6 ,Bings,25,Bings - Bludenz Montafon,Bludenz Montafon,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
S16, 61.6 ,Bings,25,Bings - Bludenz Montafon,Bludenz Montafon,"Kfz > 3,5t hzG",716,929,"1,012",969,776,406,175,Messung,
S16, 61.6 ,Bings,25,Bings - Bludenz Montafon,Bludenz Montafon,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
S16, 61.6 ,Bings,25,Bludenz Montafon - Bings,ASt Zams,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
