Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte,
A03, 36.0 ,Großhöflein,526,Kn. Eisenstadt - Müllendorf,Wien/Kn. - Guntramsdorf,"Kfz <= 3,5t hzG","15,153","17,021","18,045","17,159","16,050","12,047","10,683","64,5% Tage geschätzt",
A03, 36.0 ,Großhöflein,526,gesamt,gesamt,Kfz,"31,340","36,298","36,623","36,323","36,040","24,667","18,436","64,5% Tage geschätzt",
A03, 36.0 ,Großhöflein,526,gesamt,gesamt,"Kfz > 3,5t hzG","1,381","1,944","2,240","2,023","1,560",308,126,Messung,
A03, 36.0 ,Großhöflein,526,gesamt,gesamt,"Kfz <= 3,5t hzG","29,959","34,354","34,383","34,300","34,480","24,359","18,310","64,5% Tage geschätzt",
A04, 2.1 ,HASt Simmering,86,AltSimmering - 7. Haidequerstraße,Staatsgrenze Nickelsdorf,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A04, 2.1 ,HASt Simmering,86,AltSimmering - 7. Haidequerstraße,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","2,097","2,818","3,090","2,905","2,426",715,497,Messung,
A04, 2.1 ,HASt Simmering,86,AltSimmering - 7. Haidequerstraße,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A04, 2.1 ,HASt Simmering,86,Wien Simmeringer Haide - Kn. Wien Prater,Wien/Stadionbrücke,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A04, 2.1 ,HASt Simmering,86,Wien Simmeringer Haide - Kn. Wien Prater,Wien/Stadionbrücke,"Kfz > 3,5t hzG","2,224","2,996","3,375","3,112","2,466",735,515,Messung,
A04, 2.1 ,HASt Simmering,86,Wien Simmeringer Haide - Kn. Wien Prater,Wien/Stadionbrücke,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A04, 2.1 ,HASt Simmering,86,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A04, 2.1 ,HASt Simmering,86,gesamt,gesamt,"Kfz > 3,5t hzG","4,321","5,814","6,465","6,017","4,892","1,450","1,012",Messung,
A04, 2.1 ,HASt Simmering,86,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A04, 4.3 ,Simmeringer Haide,47,Simmeringer Haide - Kn. Schwechat,Staatsgrenze Nickelsdorf,Kfz,"33,496","36,874","36,875","36,133","38,799","28,351","25,101",Messung,
A04, 4.3 ,Simmeringer Haide,47,Simmeringer Haide - Kn. Schwechat,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","1,914","2,585","2,889","2,653","2,225",597,445,Messung,
A04, 4.3 ,Simmeringer Haide,47,Simmeringer Haide - Kn. Schwechat,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","31,582","34,289","33,986","33,480","36,574","27,754","24,656",Messung,
A04, 4.3 ,Simmeringer Haide,47,Kn. Schwechat - Wien Simmeringer Haide,Wien/Stadionbrücke,Kfz,"32,576","35,099","36,269","34,846","35,057","27,369","27,214",Messung,
A04, 4.3 ,Simmeringer Haide,47,Kn. Schwechat - Wien Simmeringer Haide,Wien/Stadionbrücke,"Kfz > 3,5t hzG","1,964","2,654","3,047","2,758","2,148",596,459,Messung,
A04, 4.3 ,Simmeringer Haide,47,Kn. Schwechat - Wien Simmeringer Haide,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","30,612","32,445","33,222","32,088","32,909","26,773","26,755",Messung,
A04, 4.3 ,Simmeringer Haide,47,gesamt,gesamt,Kfz,"66,072","71,973","73,144","70,979","73,856","55,720","52,315",Messung,
A04, 4.3 ,Simmeringer Haide,47,gesamt,gesamt,"Kfz > 3,5t hzG","3,878","5,239","5,936","5,411","4,373","1,193",904,Messung,
A04, 4.3 ,Simmeringer Haide,47,gesamt,gesamt,"Kfz <= 3,5t hzG","62,194","66,734","67,208","65,568","69,483","54,527","51,411",Messung,
A04, 11.6 ,Mannswörth,136,Kn. Schwechat - Flughafen Wien Schwechat,Staatsgrenze Nickelsdorf,Kfz,"41,008","44,958","41,446","43,383","51,158","38,439","28,896","74,2% Tage geschätzt",
A04, 11.6 ,Mannswörth,136,Kn. Schwechat - Flughafen Wien Schwechat,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","4,020","5,304","4,683","5,424","5,367","2,368",625,Messung,
A04, 11.6 ,Mannswörth,136,Kn. Schwechat - Flughafen Wien Schwechat,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","36,988","39,654","36,763","37,959","45,791","36,071","28,271","74,2% Tage geschätzt",
A04, 11.6 ,Mannswörth,136,Flughafen Wien Schwechat - Kn. Schwechat,Wien/Stadionbrücke,Kfz,"39,876","38,968","41,860","37,153","41,953","41,290","42,111",Messung,
A04, 11.6 ,Mannswörth,136,Flughafen Wien Schwechat - Kn. Schwechat,Wien/Stadionbrücke,"Kfz > 3,5t hzG","4,148","5,517","7,652","5,638","3,922","1,724",971,Messung,
A04, 11.6 ,Mannswörth,136,Flughafen Wien Schwechat - Kn. Schwechat,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","35,728","33,451","34,208","31,515","38,031","39,566","41,140",Messung,
A04, 11.6 ,Mannswörth,136,gesamt,gesamt,Kfz,"80,884","83,926","83,306","80,536","93,111","79,729","71,007","74,2% Tage geschätzt",
A04, 11.6 ,Mannswörth,136,gesamt,gesamt,"Kfz > 3,5t hzG","8,168","10,821","12,335","11,062","9,289","4,092","1,596",Messung,
A04, 11.6 ,Mannswörth,136,gesamt,gesamt,"Kfz <= 3,5t hzG","72,716","73,105","70,971","69,474","83,822","75,637","69,411","74,2% Tage geschätzt",
A04, 13.8 ,Flughafen Wien Schwechat,980,Flughafen Wien Schwechat - Fischamend,Staatsgrenze Nickelsdorf,Kfz,"27,728","30,944","26,864","29,995","35,858","26,553","17,254",Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,Flughafen Wien Schwechat - Fischamend,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","3,648","4,842","4,175","4,947","4,969","2,181",447,Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,Flughafen Wien Schwechat - Fischamend,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","24,080","26,102","22,689","25,048","30,889","24,372","16,807",Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,Fischamend - Flughafen Wien Schwechat,Wien/Stadionbrücke,Kfz,"33,959","32,854","34,713","32,266","33,266","36,285","36,278",Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,Fischamend - Flughafen Wien Schwechat,Wien/Stadionbrücke,"Kfz > 3,5t hzG","3,792","5,076","7,185","5,183","3,531","1,533",804,Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,Fischamend - Flughafen Wien Schwechat,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","30,167","27,778","27,528","27,083","29,735","34,752","35,474",Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,gesamt,gesamt,Kfz,"61,687","63,798","61,577","62,261","69,124","62,838","53,532",Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,gesamt,gesamt,"Kfz > 3,5t hzG","7,440","9,918","11,360","10,130","8,500","3,714","1,251",Messung,
A04, 13.8 ,Flughafen Wien Schwechat,980,gesamt,gesamt,"Kfz <= 3,5t hzG","54,247","53,880","50,217","52,131","60,624","59,124","52,281",Messung,
A04, 25.9 ,Arbesthal,17,Fischamend - Bruck/Leitha West,Staatsgrenze Nickelsdorf,Kfz,"27,106","30,050","25,874","29,058","35,135","26,567","17,161",Messung,
A04, 25.9 ,Arbesthal,17,Fischamend - Bruck/Leitha West,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","3,591","4,762","4,065","4,863","4,917","2,179",438,Messung,
A04, 25.9 ,Arbesthal,17,Fischamend - Bruck/Leitha West,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","23,515","25,288","21,809","24,195","30,218","24,388","16,723",Messung,
A04, 25.9 ,Arbesthal,17,Bruck/Leitha West - Fischamend,Wien/Stadionbrücke,Kfz,"32,345","31,001","33,108","30,323","31,502","35,324","35,060","35,5% Tage geschätzt",
A04, 25.9 ,Arbesthal,17,Bruck/Leitha West - Fischamend,Wien/Stadionbrücke,"Kfz > 3,5t hzG","3,723","4,977","7,072","5,081","3,451","1,499",816,Messung,
A04, 25.9 ,Arbesthal,17,Bruck/Leitha West - Fischamend,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","28,622","26,024","26,036","25,242","28,051","33,825","34,244","35,5% Tage geschätzt",
A04, 25.9 ,Arbesthal,17,gesamt,gesamt,Kfz,"59,451","61,051","58,982","59,381","66,637","61,891","52,221","35,5% Tage geschätzt",
A04, 25.9 ,Arbesthal,17,gesamt,gesamt,"Kfz > 3,5t hzG","7,314","9,739","11,137","9,944","8,368","3,678","1,254",Messung,
A04, 25.9 ,Arbesthal,17,gesamt,gesamt,"Kfz <= 3,5t hzG","52,137","51,312","47,845","49,437","58,269","58,213","50,967","35,5% Tage geschätzt",
A04, 34.2 ,Bruck An Der Leitha,23,Bruck/Leitha West - Bruck/Leitha Ost,Staatsgrenze Nickelsdorf,Kfz,"25,875","28,672","24,354","27,661","33,892","25,509","16,327",Messung,
A04, 34.2 ,Bruck An Der Leitha,23,Bruck/Leitha West - Bruck/Leitha Ost,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","3,688","4,909","4,197","5,011","5,070","2,166",432,Messung,
A04, 34.2 ,Bruck An Der Leitha,23,Bruck/Leitha West - Bruck/Leitha Ost,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","22,187","23,763","20,157","22,650","28,822","23,343","15,895",Messung,
A04, 34.2 ,Bruck An Der Leitha,23,Bruck/Leitha Ost - Bruck/Leitha West,Wien/Stadionbrücke,Kfz,"31,807","30,307","32,351","29,608","30,899","34,708","35,119",Messung,
A04, 34.2 ,Bruck An Der Leitha,23,Bruck/Leitha Ost - Bruck/Leitha West,Wien/Stadionbrücke,"Kfz > 3,5t hzG","3,793","5,080","7,229","5,185","3,517","1,490",825,Messung,
A04, 34.2 ,Bruck An Der Leitha,23,Bruck/Leitha Ost - Bruck/Leitha West,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","28,014","25,227","25,122","24,423","27,382","33,218","34,294",Messung,
A04, 34.2 ,Bruck An Der Leitha,23,gesamt,gesamt,Kfz,"57,682","58,979","56,705","57,269","64,791","60,217","51,446",Messung,
A04, 34.2 ,Bruck An Der Leitha,23,gesamt,gesamt,"Kfz > 3,5t hzG","7,481","9,989","11,426","10,196","8,587","3,656","1,257",Messung,
A04, 34.2 ,Bruck An Der Leitha,23,gesamt,gesamt,"Kfz <= 3,5t hzG","50,201","48,990","45,279","47,073","56,204","56,561","50,189",Messung,
A04, 37.1 ,Bruckneudorf,29,Bruck/Leitha Ost - Kn. Bruckneudorf,Staatsgrenze Nickelsdorf,Kfz,"27,233","30,365","26,327","29,252","35,681","26,519","16,750","80,6% Tage geschätzt",
A04, 37.1 ,Bruckneudorf,29,Bruck/Leitha Ost - Kn. Bruckneudorf,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","3,700","4,926","4,186","5,037","5,082","2,160",436,Messung,
A04, 37.1 ,Bruckneudorf,29,Bruck/Leitha Ost - Kn. Bruckneudorf,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","23,533","25,439","22,141","24,215","30,599","24,359","16,314","80,6% Tage geschätzt",
A04, 37.1 ,Bruckneudorf,29,Kn. Bruckneudorf - Bruck/Leitha Ost,Wien/Stadionbrücke,Kfz,"32,989","31,713","33,890","30,903","32,512","36,113","35,373","80,6% Tage geschätzt",
A04, 37.1 ,Bruckneudorf,29,Kn. Bruckneudorf - Bruck/Leitha Ost,Wien/Stadionbrücke,"Kfz > 3,5t hzG","3,820","5,117","7,257","5,231","3,536","1,485",837,Messung,
A04, 37.1 ,Bruckneudorf,29,Kn. Bruckneudorf - Bruck/Leitha Ost,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","29,169","26,596","26,633","25,672","28,976","34,628","34,536","80,6% Tage geschätzt",
A04, 37.1 ,Bruckneudorf,29,gesamt,gesamt,Kfz,"60,222","62,078","60,217","60,155","68,193","62,632","52,123","80,6% Tage geschätzt",
A04, 37.1 ,Bruckneudorf,29,gesamt,gesamt,"Kfz > 3,5t hzG","7,520","10,043","11,443","10,268","8,618","3,645","1,273",Messung,
A04, 37.1 ,Bruckneudorf,29,gesamt,gesamt,"Kfz <= 3,5t hzG","52,702","52,035","48,774","49,887","59,575","58,987","50,850","80,6% Tage geschätzt",
A04, 42.2 ,Parndorf,61,Parndorf - Neusiedl,Staatsgrenze Nickelsdorf,Kfz,"20,522","22,982","19,612","21,879","27,872","21,076","11,545","80,6% Tage geschätzt",
A04, 42.2 ,Parndorf,61,Parndorf - Neusiedl,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","2,514","3,306","2,744","3,371","3,472","1,696",291,Messung,
A04, 42.2 ,Parndorf,61,Parndorf - Neusiedl,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","18,008","19,676","16,868","18,508","24,400","19,380","11,254","80,6% Tage geschätzt",
A04, 42.2 ,Parndorf,61,Neusiedl - Parndorf,Wien/Stadionbrücke,Kfz,"24,349","23,443","24,199","22,605","25,169","28,442","24,793","90,3% Tage geschätzt",
A04, 42.2 ,Parndorf,61,Neusiedl - Parndorf,Wien/Stadionbrücke,"Kfz > 3,5t hzG","2,565","3,361","4,758","3,408","2,399","1,227",674,Messung,
A04, 42.2 ,Parndorf,61,Neusiedl - Parndorf,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","21,784","20,082","19,441","19,197","22,770","27,215","24,119","90,3% Tage geschätzt",
A04, 42.2 ,Parndorf,61,gesamt,gesamt,Kfz,"44,871","46,425","43,811","44,484","53,041","49,518","36,338","90,3% Tage geschätzt",
A04, 42.2 ,Parndorf,61,gesamt,gesamt,"Kfz > 3,5t hzG","5,079","6,667","7,502","6,779","5,871","2,923",965,Messung,
A04, 42.2 ,Parndorf,61,gesamt,gesamt,"Kfz <= 3,5t hzG","39,792","39,758","36,309","37,705","47,170","46,595","35,373","90,3% Tage geschätzt",
A04, 54.3 ,Zurndorf,67,Weiden/Gols - Mönchhof,Staatsgrenze Nickelsdorf,Kfz,"14,414","16,145","13,345","15,426","19,694","14,547","8,268",Messung,
A04, 54.3 ,Zurndorf,67,Weiden/Gols - Mönchhof,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","2,258","2,937","2,302","2,984","3,195","1,675",269,Messung,
A04, 54.3 ,Zurndorf,67,Weiden/Gols - Mönchhof,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","12,156","13,208","11,043","12,442","16,499","12,872","7,999",Messung,
A04, 54.3 ,Zurndorf,67,Mönchhof - Weiden/Gols,Wien/Stadionbrücke,Kfz,"19,132","17,526","17,961","16,785","19,194","23,118","22,094",Messung,
A04, 54.3 ,Zurndorf,67,Mönchhof - Weiden/Gols,Wien/Stadionbrücke,"Kfz > 3,5t hzG","2,323","3,012","4,396","3,039","2,110","1,130",708,Messung,
A04, 54.3 ,Zurndorf,67,Mönchhof - Weiden/Gols,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","16,809","14,514","13,565","13,746","17,084","21,988","21,386",Messung,
A04, 54.3 ,Zurndorf,67,gesamt,gesamt,Kfz,"33,546","33,671","31,306","32,211","38,888","37,665","30,362",Messung,
A04, 54.3 ,Zurndorf,67,gesamt,gesamt,"Kfz > 3,5t hzG","4,581","5,949","6,698","6,023","5,305","2,805",977,Messung,
A04, 54.3 ,Zurndorf,67,gesamt,gesamt,"Kfz <= 3,5t hzG","28,965","27,722","24,608","26,188","33,583","34,860","29,385",Messung,
A04, 60.7 ,Mönchhof,479,Mönchhof - Nickelsdorf,Staatsgrenze Nickelsdorf,Kfz,"12,563","14,015","11,317","13,318","17,447","12,885","7,267",Messung,
A04, 60.7 ,Mönchhof,479,Mönchhof - Nickelsdorf,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","2,131","2,756","2,092","2,793","3,057","1,657",262,Messung,
A04, 60.7 ,Mönchhof,479,Mönchhof - Nickelsdorf,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","10,432","11,259","9,225","10,525","14,390","11,228","7,005",Messung,
A04, 60.7 ,Mönchhof,479,Nickelsdorf - Mönchhof,Wien/Stadionbrücke,Kfz,"17,058","15,277","15,577","14,559","16,966","21,302","20,460",Messung,
A04, 60.7 ,Mönchhof,479,Nickelsdorf - Mönchhof,Wien/Stadionbrücke,"Kfz > 3,5t hzG","2,197","2,829","4,195","2,847","1,963","1,106",710,Messung,
A04, 60.7 ,Mönchhof,479,Nickelsdorf - Mönchhof,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","14,861","12,448","11,382","11,712","15,003","20,196","19,750",Messung,
A04, 60.7 ,Mönchhof,479,gesamt,gesamt,Kfz,"29,621","29,292","26,894","27,877","34,413","34,187","27,727",Messung,
A04, 60.7 ,Mönchhof,479,gesamt,gesamt,"Kfz > 3,5t hzG","4,328","5,585","6,287","5,640","5,020","2,763",972,Messung,
A04, 60.7 ,Mönchhof,479,gesamt,gesamt,"Kfz <= 3,5t hzG","25,293","23,707","20,607","22,237","29,393","31,424","26,755",Messung,
A04, 64.8 ,Nickelsdorf,75,Nickelsdorf - Staatsgrenze Nickelsdorf,Staatsgrenze Nickelsdorf,Kfz,"11,686","12,926","10,316","12,265","16,209","12,233","6,983",Messung,
A04, 64.8 ,Nickelsdorf,75,Nickelsdorf - Staatsgrenze Nickelsdorf,Staatsgrenze Nickelsdorf,"Kfz > 3,5t hzG","2,117","2,732","2,063","2,763","3,054","1,661",267,Messung,
A04, 64.8 ,Nickelsdorf,75,Nickelsdorf - Staatsgrenze Nickelsdorf,Staatsgrenze Nickelsdorf,"Kfz <= 3,5t hzG","9,569","10,194","8,253","9,502","13,155","10,572","6,716",Messung,
A04, 64.8 ,Nickelsdorf,75,Staatsgrenze Nickelsdorf - Nickelsdorf,Wien/Stadionbrücke,Kfz,"14,569","13,401","13,991","12,791","14,633","17,792","16,509",Messung,
A04, 64.8 ,Nickelsdorf,75,Staatsgrenze Nickelsdorf - Nickelsdorf,Wien/Stadionbrücke,"Kfz > 3,5t hzG","2,200","2,825","4,178","2,841","1,972","1,111",737,Messung,
A04, 64.8 ,Nickelsdorf,75,Staatsgrenze Nickelsdorf - Nickelsdorf,Wien/Stadionbrücke,"Kfz <= 3,5t hzG","12,369","10,576","9,813","9,950","12,661","16,681","15,772",Messung,
A04, 64.8 ,Nickelsdorf,75,gesamt,gesamt,Kfz,"26,255","26,327","24,307","25,056","30,842","30,025","23,492",Messung,
A04, 64.8 ,Nickelsdorf,75,gesamt,gesamt,"Kfz > 3,5t hzG","4,317","5,557","6,241","5,604","5,026","2,772","1,004",Messung,
A04, 64.8 ,Nickelsdorf,75,gesamt,gesamt,"Kfz <= 3,5t hzG","21,938","20,770","18,066","19,452","25,816","27,253","22,488",Messung,
A05, 2.0 ,Eibesbrunn,35,Kn. Eibesbrunn - Wolkersdorf Süd,Staatsgrenze Drasenhofen,Kfz,"17,505","19,401","17,780","19,348","20,511","17,032","11,186",Messung,
A05, 2.0 ,Eibesbrunn,35,Kn. Eibesbrunn - Wolkersdorf Süd,Staatsgrenze Drasenhofen,"Kfz > 3,5t hzG","1,950","2,562","2,082","2,653","2,613","1,278",255,Messung,
A05, 2.0 ,Eibesbrunn,35,Kn. Eibesbrunn - Wolkersdorf Süd,Staatsgrenze Drasenhofen,"Kfz <= 3,5t hzG","15,555","16,839","15,698","16,695","17,898","15,754","10,931",Messung,
A05, 2.0 ,Eibesbrunn,35,Wolkersdorf Süd - Kn. Eibesbrunn,Kn. Eibensbrunn,Kfz,"17,871","19,315","20,983","19,242","18,505","16,671","13,617",Messung,
A05, 2.0 ,Eibesbrunn,35,Wolkersdorf Süd - Kn. Eibesbrunn,Kn. Eibensbrunn,"Kfz > 3,5t hzG","1,903","2,569","3,837","2,687","1,502",693,378,Messung,
A05, 2.0 ,Eibesbrunn,35,Wolkersdorf Süd - Kn. Eibesbrunn,Kn. Eibensbrunn,"Kfz <= 3,5t hzG","15,968","16,746","17,146","16,555","17,003","15,978","13,239",Messung,
A05, 2.0 ,Eibesbrunn,35,gesamt,gesamt,Kfz,"35,377","38,717","38,762","38,591","39,016","33,703","24,802",Messung,
A05, 2.0 ,Eibesbrunn,35,gesamt,gesamt,"Kfz > 3,5t hzG","3,853","5,131","5,919","5,340","4,115","1,971",633,Messung,
A05, 2.0 ,Eibesbrunn,35,gesamt,gesamt,"Kfz <= 3,5t hzG","31,524","33,586","32,843","33,251","34,901","31,732","24,169",Messung,
A05, 22.1 ,Schrick,390,Gaweinstal Nord - Schrick,Staatsgrenze Drasenhofen,Kfz,"14,143","15,561","13,947","15,457","16,802","14,156","9,171",Messung,
A05, 22.1 ,Schrick,390,Gaweinstal Nord - Schrick,Staatsgrenze Drasenhofen,"Kfz > 3,5t hzG","1,818","2,366","1,809","2,439","2,511","1,311",239,Messung,
A05, 22.1 ,Schrick,390,Gaweinstal Nord - Schrick,Staatsgrenze Drasenhofen,"Kfz <= 3,5t hzG","12,325","13,195","12,138","13,018","14,291","12,845","8,932",Messung,
A05, 22.1 ,Schrick,390,Schrick - Gaweinstal Nord,Kn. Eibensbrunn,Kfz,"14,373","15,309","17,108","15,191","14,535","13,527","11,665",Messung,
A05, 22.1 ,Schrick,390,Schrick - Gaweinstal Nord,Kn. Eibensbrunn,"Kfz > 3,5t hzG","1,761","2,360","3,627","2,457","1,349",681,381,Messung,
A05, 22.1 ,Schrick,390,Schrick - Gaweinstal Nord,Kn. Eibensbrunn,"Kfz <= 3,5t hzG","12,612","12,949","13,481","12,734","13,186","12,846","11,284",Messung,
A05, 22.1 ,Schrick,390,gesamt,gesamt,Kfz,"28,517","30,870","31,056","30,648","31,336","27,683","20,836",Messung,
A05, 22.1 ,Schrick,390,gesamt,gesamt,"Kfz > 3,5t hzG","3,579","4,726","5,436","4,896","3,860","1,992",620,Messung,
A05, 22.1 ,Schrick,390,gesamt,gesamt,"Kfz <= 3,5t hzG","24,938","26,144","25,620","25,752","27,476","25,691","20,216",Messung,
A05, 26.9 ,Kettlasbrunn,437,Mistelbach Süd - Mistelbach Ost / Wilfersdorf,Staatsgrenze Drasenhofen,Kfz,"9,884","10,651","9,065","10,465","12,083","10,777","6,607",Messung,
A05, 26.9 ,Kettlasbrunn,437,Mistelbach Süd - Mistelbach Ost / Wilfersdorf,Staatsgrenze Drasenhofen,"Kfz > 3,5t hzG","1,690","2,181","1,597","2,249","2,356","1,279",243,Messung,
A05, 26.9 ,Kettlasbrunn,437,Mistelbach Süd - Mistelbach Ost / Wilfersdorf,Staatsgrenze Drasenhofen,"Kfz <= 3,5t hzG","8,194","8,470","7,468","8,216","9,727","9,498","6,364",Messung,
A05, 26.9 ,Kettlasbrunn,437,Mistelbach Ost / Wilfersdorf - Mistelbach Süd,Kn. Eibensbrunn,Kfz,"10,172","10,425","11,944","10,284","9,879","10,312","9,193","32,3% Tage geschätzt",
A05, 26.9 ,Kettlasbrunn,437,Mistelbach Ost / Wilfersdorf - Mistelbach Süd,Kn. Eibensbrunn,"Kfz > 3,5t hzG","1,610","2,147","3,397","2,234","1,171",644,372,Messung,
A05, 26.9 ,Kettlasbrunn,437,Mistelbach Ost / Wilfersdorf - Mistelbach Süd,Kn. Eibensbrunn,"Kfz <= 3,5t hzG","8,562","8,278","8,547","8,050","8,708","9,668","8,821","32,3% Tage geschätzt",
A05, 26.9 ,Kettlasbrunn,437,gesamt,gesamt,Kfz,"20,056","21,076","21,009","20,749","21,962","21,089","15,800","32,3% Tage geschätzt",
A05, 26.9 ,Kettlasbrunn,437,gesamt,gesamt,"Kfz > 3,5t hzG","3,300","4,328","4,994","4,483","3,527","1,923",615,Messung,
A05, 26.9 ,Kettlasbrunn,437,gesamt,gesamt,"Kfz <= 3,5t hzG","16,756","16,748","16,015","16,266","18,435","19,166","15,185","32,3% Tage geschätzt",
A05, 30.9 ,Wilfersdorf,21,Mistelbach Ost/Wilfersdorf - Poysdorf Süd,Staatsgrenze Drasenhofen,Kfz,"8,142","8,548","6,841","8,376","10,018","9,410","5,880",Messung,
A05, 30.9 ,Wilfersdorf,21,Mistelbach Ost/Wilfersdorf - Poysdorf Süd,Staatsgrenze Drasenhofen,"Kfz > 3,5t hzG","1,585","2,033","1,428","2,091","2,245","1,262",232,Messung,
A05, 30.9 ,Wilfersdorf,21,Mistelbach Ost/Wilfersdorf - Poysdorf Süd,Staatsgrenze Drasenhofen,"Kfz <= 3,5t hzG","6,557","6,515","5,413","6,285","7,773","8,148","5,648",Messung,
A05, 30.9 ,Wilfersdorf,21,Poysdorf Süd - Mistelbach Ost/Wilfersdorf,Kn. Eibensbrunn,Kfz,"8,639","8,668","10,274","8,472","8,217","9,111","8,220",Messung,
A05, 30.9 ,Wilfersdorf,21,Poysdorf Süd - Mistelbach Ost/Wilfersdorf,Kn. Eibensbrunn,"Kfz > 3,5t hzG","1,540","2,046","3,298","2,124","1,094",629,374,Messung,
A05, 30.9 ,Wilfersdorf,21,Poysdorf Süd - Mistelbach Ost/Wilfersdorf,Kn. Eibensbrunn,"Kfz <= 3,5t hzG","7,099","6,622","6,976","6,348","7,123","8,482","7,846",Messung,
A05, 30.9 ,Wilfersdorf,21,gesamt,gesamt,Kfz,"16,781","17,216","17,115","16,848","18,235","18,521","14,100",Messung,
A05, 30.9 ,Wilfersdorf,21,gesamt,gesamt,"Kfz > 3,5t hzG","3,125","4,079","4,726","4,215","3,339","1,891",606,Messung,
A05, 30.9 ,Wilfersdorf,21,gesamt,gesamt,"Kfz <= 3,5t hzG","13,656","13,137","12,389","12,633","14,896","16,630","13,494",Messung,
A05, 38.8 ,Großkrut,22,Poysdorf Süd - Großkrut,Staatsgrenze Drasenhofen,Kfz,"7,371","7,640","5,898","7,449","9,182","8,810","5,471",Messung,
A05, 38.8 ,Großkrut,22,Poysdorf Süd - Großkrut,Staatsgrenze Drasenhofen,"Kfz > 3,5t hzG","1,562","1,992","1,349","2,047","2,234","1,303",233,Messung,
A05, 38.8 ,Großkrut,22,Poysdorf Süd - Großkrut,Staatsgrenze Drasenhofen,"Kfz <= 3,5t hzG","5,809","5,648","4,549","5,402","6,948","7,507","5,238",Messung,
A05, 38.8 ,Großkrut,22,Großkrut - Poysdorf Süd,Kn. Eibensbrunn,Kfz,"7,869","7,757","9,395","7,514","7,408","8,515","7,831",Messung,
A05, 38.8 ,Großkrut,22,Großkrut - Poysdorf Süd,Kn. Eibensbrunn,"Kfz > 3,5t hzG","1,521","2,012","3,297","2,075","1,076",620,406,Messung,
A05, 38.8 ,Großkrut,22,Großkrut - Poysdorf Süd,Kn. Eibensbrunn,"Kfz <= 3,5t hzG","6,348","5,745","6,098","5,439","6,332","7,895","7,425",Messung,
